target_id	length	eff_length	est_counts	tpm
NR_001526	291	107.38	0	0
NR_001526_1	291	107.38	0	0
NR_001526_2	291	107.38	0	0
NM_130786	1891	1700.66	314.471	12.6738
NR_015380	2255	2064.66	137.251	4.55628
NM_001198818	9487	9296.66	7.53928e-05	5.55836e-07
NM_001198819	9654	9463.66	0	0
NM_001198820	9537	9346.66	1.29484e-07	9.49519e-10
NM_014576	9394	9203.66	11.4875	0.0855479
NM_138932	9418	9227.66	0.522045	0.00387757
NM_138933	9489	9298.66	5.84037e-05	4.3049e-07
NM_000014	4778	4587.66	2	0.0298801
NR_026971	2312	2121.66	1	0.0323049
NM_001282424	3914	3723.66	1.01697	0.018719
NM_144670	5317	5126.66	0	0
NR_040112	1326	1135.66	0	0
NM_001080438	1148	957.657	0	0
NM_017436	2217	2026.66	685	23.1661
NM_016161	1896	1705.66	0	0
NR_037584	757	566.657	0	0
NM_001173466	1863	1672.66	13.8399	0.567114
NM_015665	1962	1771.66	1201.16	46.4692
NM_023928	3446	3255.66	984	20.7157
NR_024035	2298	2107.66	6	0.195117
NM_001086	1731	1540.66	0	0
NM_207365	1625	1434.66	0	0
NR_110202	897	706.657	0	0
NR_110203	837	646.657	0	0
NM_001103170	4174	3983.66	0	0
NR_111984	3957	3766.66	3	0.0545894
NM_001013630	1700	1509.66	0	0
NR_026915	1414	1223.66	0	0
NM_001286682	2245	2054.66	0.000968609	3.23112e-05
NM_001286683	2318	2127.66	0	0
NM_016228	2451	2260.66	0	0
NM_182662	2233	2042.66	1.01331	0.0340008
NM_153698	1350	1159.66	184	10.8751
NM_001271885	3208	3017.66	7.60073	0.172635
NM_001271886	3469	3278.66	43.4699	0.908732
NM_024666	3324	3133.66	770.929	16.8619
NM_014911	21390	21199.7	1086.22	3.51181
NM_024684	629	438.657	150	23.4374
NM_001087	1918	1727.66	1870	74.187
NM_001088	1151	960.657	2.48763	0.177484
NM_001166579	2038	1847.66	14.5127	0.538359
NR_110548	1207	1016.66	0	0
NM_001271874	2611	2420.66	730.606	20.6868
NM_015511	2890	2699.66	24.3936	0.619315
NM_001025357	1911	1720.66	2.10421	0.0838184
NM_001605	3469	3278.66	6176	129.108
NM_020745	4907	4716.66	582.497	8.46453
NM_001261434	1489	1298.66	514.913	27.1758
NM_001286668	3456	3265.66	295.953	6.21148
NM_001286669	3607	3416.66	0	0
NM_001286670	3131	2940.66	79.6696	1.85691
NM_001286671	3309	3118.66	3.86057	0.0848452
NM_001286672	3105	2914.66	8.51734	0.20029
NM_181806	3728	3537.66	0	0
NM_015423	2986	2795.66	856	20.9862
NM_005763	5996	5805.66	94.7221	1.11826
NM_012138	2266	2075.66	2942	97.1473
NM_001080395	5436	5245.66	0	0
NM_004920	5214	5023.66	5	0.0682171
NR_027255	1702	1511.66	0	0
NM_000663	5711	5520.66	0	0
NM_001127448	5033	4842.66	0	0
NM_020686	4939	4748.66	57	0.822711
