target_id	length	eff_length	est_counts	tpm
NR_001526	291	96.4537	0	0
NR_001526_1	291	96.4537	0	0
NR_001526_2	291	96.4537	0	0
NM_130786	1891	1932.27	75.9136	2.90215
NR_015380	2255	2082.66	97.2954	3.45096
NM_001198818	9487	7890.23	6.97051e-05	6.52593e-07
NM_001198819	9654	8048.07	0	0
NM_001198820	9537	7947.79	1.67354e-08	1.55546e-10
NM_014576	9394	7805.82	20.2296	0.191442
NM_138932	9418	7821.7	1.78642	0.0168713
NM_138933	9489	7898.81	2.10882e-05	1.97217e-07
NM_000014	4778	4358.76	8	0.13558
NR_026971	2312	2104.99	0	0
NM_001282424	3914	3513.65	0	0
NM_144670	5317	4935.55	3.04483	0.0455717
NR_040112	1326	903.817	1	0.081731
NM_001080438	1148	940.991	0	0
NM_017436	2217	2304.66	377	12.0838
NM_016161	1896	1688.99	0	0
NR_037584	757	550.047	0	0
NM_001173466	1863	1698.16	11.747	0.510996
NM_015665	1962	1800.78	1103.25	45.2567
NM_023928	3446	3436.59	929	19.969
NR_024035	2298	1986.36	14	0.52064
NM_001086	1731	1523.99	0	0
NM_207365	1625	1417.99	0	0
NR_110202	897	689.991	0	0
NR_110203	837	629.991	0	0
NM_001103170	4174	3702.29	0	0
NR_111984	3957	3494.97	3	0.0634082
NM_001013630	1700	1492.99	0	0
NR_026915	1414	1206.99	0	0
NM_001286682	2245	1719.66	0.000582253	2.50113e-05
NM_001286683	2318	1814.36	0	0
NM_016228	2451	1984.51	0	0
NM_182662	2233	1706.91	3.08548	0.13353
NM_153698	1350	961.294	197	15.1383
NM_001271885	3208	2611.13	2.16015e-07	6.11117e-09
NM_001271886	3469	2924.66	56.2341	1.42034
NM_024666	3324	2743.13	945.766	25.4686
NM_014911	21390	19360.7	1870.74	7.13772
NM_024684	629	293.247	74	18.6408
NM_001087	1918	1733.55	1343	57.2276
NM_001088	1151	944.991	0	0
NM_001166579	2038	1884.92	19.6836	0.771402
NR_110548	1207	1038.67	12.3175	0.876019
NM_001271874	2611	2438.43	585.658	17.7419
NM_015511	2890	2759.85	36.3415	0.972713
NM_001025357	1911	1602.6	10.2698	0.473373
NM_001605	3469	3325.66	5302	117.769
NM_020745	4907	4983.92	669.604	9.92463
NM_001261434	1489	1199.62	473.599	29.1631
NM_001286668	3456	2775.15	117.224	3.12032
NM_001286669	3607	2910.6	0	0
NM_001286670	3131	2495.14	9.07669	0.26872
NM_001286671	3309	2640.35	6.47448	0.181138
NM_001286672	3105	2442.62	24.6297	0.74485
NM_181806	3728	3012.63	286.595	7.02731
NM_015423	2986	2347.27	1238.96	38.9907
NM_005763	5996	4996.5	215.815	3.19068
NM_012138	2266	2065.4	2369	84.7283
NM_001080395	5436	5228.99	0	0
NM_004920	5214	5006.99	0	0
NR_027255	1702	1494.99	0	0
NM_000663	5711	5509.43	12.8697	0.172555
NM_001127448	5033	4779.24	0	0
NM_020686	4939	4690.73	125.13	1.97056
NM_005502	10627	9873.57	33	0.246892
NM_080282	6456	5319.93	97	1.34689
NR_002451	2020	1573.6	66.8894	3.14001
NM_015657	8210	7247.19	38.0242	0.387577
NM_173076	9225	8215.04	16.9745	0.152635
